tarefa,modelo,sentenca_id,posicao,token,tag_gold,tag_predita
upos,llama3.1:8b,CF830-2,0,Cientistas,NOUN,PROPN
upos,llama3.1:8b,CF830-2,3,Universidade,PROPN,NOUN
upos,llama3.1:8b,CF830-2,19,de,ADP,NOUN
upos,llama3.1:8b,CF830-2,28,(,PUNCT,SYM
upos,llama3.1:8b,CF831-1,0,Com,ADP,CCONJ
upos,llama3.1:8b,CF831-1,6,começar,VERB,NOUN
upos,llama3.1:8b,CF831-1,7,a,DET,AUX
upos,llama3.1:8b,CF831-1,9,com,ADP,CCONJ
upos,llama3.1:8b,CF831-1,25,Anderson,PROPN,NOUN
upos,llama3.1:8b,CF831-2,4,junta,ADJ,NOUN
upos,llama3.1:8b,CF831-2,5,há,ADP,ADV
upos,llama3.1:8b,CF831-2,6,pouco,DET,ADP
upos,llama3.1:8b,CF831-2,7,tempo,NOUN,NUM
upos,llama3.1:8b,CF831-3,1,atacante,NOUN,ADJ
upos,llama3.1:8b,CF831-3,4,meia,NOUN,NUM
upos,llama3.1:8b,CF831-3,6,Leão,PROPN,NOUN
upos,llama3.1:8b,CF831-3,9,a,ADP,DET
upos,llama3.1:8b,CF831-3,14,ponta-direita,NOUN,ADJ
upos,llama3.1:8b,CF831-3,20,e,CCONJ,DET
upos,llama3.1:8b,CF831-3,21,o,DET,NOUN
upos,llama3.1:8b,CF831-3,24,foram,AUX,VERB
upos,llama3.1:8b,CF831-3,27,o,DET,NOUN
upos,llama3.1:8b,CF831-3,29,de,ADP,NOUN
upos,llama3.1:8b,CF831-4,0,Recém-promovido,VERB,ADJ
upos,llama3.1:8b,CF831-4,1,",",PUNCT,NOUN
upos,llama3.1:8b,CF831-4,3,",",PUNCT,NOUN
upos,llama3.1:8b,CF831-4,5,",",PUNCT,NOUN
upos,llama3.1:8b,CF831-4,7,é,AUX,VERB
upos,llama3.1:8b,CF831-4,8,um,NUM,DET
upos,llama3.1:8b,CF831-4,9,de,ADP,NOUN
upos,llama3.1:8b,CF831-4,11,destaques,NOUN,ADJ
upos,llama3.1:8b,CF831-4,15,por,ADP,NOUN
upos,llama3.1:8b,CF831-4,16,sua,DET,PRON
upos,llama3.1:8b,CF831-4,17,habilidade,NOUN,ADJ
upos,llama3.1:8b,CF831-4,24,para,ADP,NOUN
upos,llama3.1:8b,CF831-5,6,há,ADP,ADV
upos,llama3.1:8b,CF831-5,8,meses,NOUN,PROPN
upos,llama3.1:8b,CF831-5,14,foi,VERB,AUX
upos,llama3.1:8b,CF831-5,17,equipe,NOUN,PROPN
upos,llama3.1:8b,CF831-5,18,de,ADP,NOUN
upos,llama3.1:8b,CF831-5,19,juniores,ADJ,ADP
upos,llama3.1:8b,CF831-8,2,vai,AUX,VERB
upos,llama3.1:8b,CF831-8,7,vamos,AUX,VERB
upos,llama3.1:8b,CF831-8,10,viemos,VERB,AUX
upos,llama3.1:8b,CF831-8,13,Copa,NOUN,PROPN
upos,llama3.1:8b,CF831-9,6,é,AUX,VERB
upos,llama3.1:8b,CF831-9,7,continuar,VERB,AUX
upos,llama3.1:8b,CF831-10,1,Não,ADV,CCONJ
upos,llama3.1:8b,CF831-10,9,cara,NOUN,PROPN
upos,llama3.1:8b,CF831-10,12,»,PUNCT,SYM
upos,llama3.1:8b,CF832-1,0,Como,SCONJ,ADP
upos,llama3.1:8b,CF832-1,11,vai,VERB,AUX
upos,llama3.1:8b,CF832-1,16,a,ADP,NOUN
upos,llama3.1:8b,CF832-1,17,o,DET,NOUN
upos,llama3.1:8b,CF832-2,9,dois,NUM,DET
upos,llama3.1:8b,CF832-2,13,a,DET,CCONJ
upos,llama3.1:8b,CF832-2,16,Um,PROPN,NUM
upos,llama3.1:8b,CF832-2,17,Namorado,PROPN,NOUN
upos,llama3.1:8b,CF833-1,1,3º.,ADJ,NUM
upos,llama3.1:8b,CF833-1,8,convertidos,VERB,AUX
upos,llama3.1:8b,CF833-1,9,em,ADP,PUNCT
upos,llama3.1:8b,CF833-1,10,URV,NOUN,NUM
upos,llama3.1:8b,CF833-1,13,que,PRON,ADV
upos,llama3.1:8b,CF833-1,14,haja,VERB,AUX
upos,llama3.1:8b,CF833-1,30,variação,NOUN,ADJ
upos,llama3.1:8b,CF833-1,31,ponderada,VERB,ADJ
upos,llama3.1:8b,CF833-1,35,de,ADP,NOUN
upos,llama3.1:8b,CF833-1,51,deverá,VERB,AUX
upos,llama3.1:8b,CF833-1,52,ser,AUX,VERB
upos,llama3.1:8b,CF833-1,56,até,ADP,NOUN
upos,llama3.1:8b,CF833-1,59,de,ADP,NOUN
upos,llama3.1:8b,CF833-1,61,real,NOUN,ADJ
upos,llama3.1:8b,CF833-1,66,em,ADP,NOUN
upos,llama3.1:8b,CF833-1,67,diante,ADV,PUNCT
upos,llama3.1:8b,CF833-1,68,",",PUNCT,ADP
upos,llama3.1:8b,CF833-1,69,em,ADP,ADV
upos,llama3.1:8b,CF833-1,70,real,NOUN,ADJ
upos,llama3.1:8b,CF833-1,78,lei,NOUN,PROPN
upos,llama3.1:8b,CF833-1,79,nº.,NOUN,NUM
upos,llama3.1:8b,CF833-1,82,27.05.94,NUM,NOUN
upos,llama3.1:8b,CF833-2,0,Parágrafo,NOUN,PROPN
upos,llama3.1:8b,CF833-2,1,4º.,ADJ,NUM
upos,llama3.1:8b,CF833-2,4,Taxa,PROPN,NOUN
upos,llama3.1:8b,CF833-2,5,Referencial,PROPN,ADJ
upos,llama3.1:8b,CF833-2,6,--,PUNCT,PROPN
upos,llama3.1:8b,CF833-2,7,TR,PROPN,PUNCT
upos,llama3.1:8b,CF833-2,9,somente,ADV,VERB
upos,llama3.1:8b,CF833-2,10,poderá,VERB,AUX
upos,llama3.1:8b,CF833-2,11,ser,AUX,VERB
upos,llama3.1:8b,CF833-2,34,futuros,NOUN,ADJ
upos,llama3.1:8b,CF834-1,0,Aventure,VERB,PROPN
upos,llama3.1:8b,CF834-1,1,se,PRON,SCONJ
upos,llama3.1:8b,CF834-1,5,a,ADP,NOUN
upos,llama3.1:8b,CF834-1,7,de,ADP,NOUN
upos,llama3.1:8b,CF834-2,4,entre,ADP,CCONJ
upos,llama3.1:8b,CF834-2,8,fevereiro,NOUN,PROPN
upos,llama3.1:8b,CF834-2,9,e,CCONJ,NOUN
upos,llama3.1:8b,CF834-4,4,New,PROPN,NUM
upos,llama3.1:8b,CF834-4,6,Times,PROPN,NOUN
upos,llama3.1:8b,CF834-5,2,que,PRON,CCONJ
upos,llama3.1:8b,CF834-5,6,se,PRON,CCONJ
upos,llama3.1:8b,CF834-5,12,puxado,VERB,ADJ
upos,llama3.1:8b,CF834-5,16,semelhante,ADJ,ADV
upos,llama3.1:8b,CF834-5,17,a,ADP,ADJ
upos,llama3.1:8b,CF834-5,18,a,PRON,CCONJ
upos,llama3.1:8b,CF834-5,19,de,ADP,NOUN
upos,llama3.1:8b,CF834-5,21,esqui,NOUN,ADJ
upos,llama3.1:8b,CF834-6,2,minha,DET,ADJ
upos,llama3.1:8b,CF834-6,3,primeira,ADJ,NUM
upos,llama3.1:8b,CF834-6,8,a,DET,AUX
upos,llama3.1:8b,CF834-6,9,mesma,ADJ,DET
upos,llama3.1:8b,CF834-6,11,que,PRON,CCONJ
upos,llama3.1:8b,CF834-6,14,primeira,ADJ,NUM
upos,llama3.1:8b,CF834-6,15,vez,NOUN,ADV
upos,llama3.1:8b,CF834-6,16,que,PRON,CCONJ
upos,llama3.1:8b,CF834-7,0,Precisei,VERB,AUX
upos,llama3.1:8b,CF834-7,2,mais,DET,ADV
upos,llama3.1:8b,CF834-7,5,até,SCONJ,ADP
upos,llama3.1:8b,CF834-7,7,a,SCONJ,DET
upos,llama3.1:8b,CF834-7,8,usar,VERB,PRON
upos,llama3.1:8b,CF834-7,9,o,DET,NOUN
upos,llama3.1:8b,CF834-8,0,Além,ADV,ADP
upos,llama3.1:8b,CF834-8,7,duas,NUM,NOUN
upos,llama3.1:8b,CF834-8,8,únicas,ADJ,NUM
upos,llama3.1:8b,CF834-8,12,para,SCONJ,ADP
upos,llama3.1:8b,CF834-8,13,se,PRON,CCONJ
upos,llama3.1:8b,CF834-8,20,eram,VERB,AUX
upos,llama3.1:8b,CF834-8,21,estar,AUX,VERB
upos,llama3.1:8b,CF834-9,7,meia,ADJ,NUM
upos,llama3.1:8b,CF834-9,8,idade,NOUN,PUNCT
upos,llama3.1:8b,CF834-9,12,pouco,ADV,ADJ
upos,llama3.1:8b,CF834-9,13,fora,ADV,VERB
upos,llama3.1:8b,CF834-9,15,forma,ADV,NOUN
upos,llama3.1:8b,CF834-9,18,essas,DET,PRON
upos,llama3.1:8b,CF834-9,19,condições,NOUN,SCONJ
upos,llama3.1:8b,CF835-1,0,Todos,DET,NOUN
upos,llama3.1:8b,CF835-1,15,em,ADP,ADV
upos,llama3.1:8b,CF835-2,9,a,ADP,PRON
upos,llama3.1:8b,CF835-2,11,certeza,NOUN,ADJ
upos,llama3.1:8b,CF835-2,12,de,SCONJ,ADP
upos,llama3.1:8b,CF835-2,17,como,ADP,PRON
upos,llama3.1:8b,CF835-2,18,nós,PRON,DET
upos,llama3.1:8b,CF835-3,3,a,ADP,DET
upos,llama3.1:8b,CF835-3,8,bar,NOUN,PROPN
upos,llama3.1:8b,CF835-3,11,embora,SCONJ,ADV
upos,llama3.1:8b,CF835-3,12,não,ADV,AUX
upos,llama3.1:8b,CF835-3,13,se,PRON,CCONJ
upos,llama3.1:8b,CF835-3,14,conheçam,VERB,NOUN
upos,llama3.1:8b,CF835-4,0,Não,ADV,ADJ
upos,llama3.1:8b,CF835-5,2,têm,VERB,AUX
upos,llama3.1:8b,CF835-5,10,final,NOUN,ADJ
upos,llama3.1:8b,CF835-5,13,em,ADP,ADV
upos,llama3.1:8b,CF835-5,16,escondida,VERB,ADJ
upos,llama3.1:8b,CF835-5,19,avenida,NOUN,PROPN
upos,llama3.1:8b,CF835-5,20,Cidade,NOUN,PROPN
upos,llama3.1:8b,CF835-5,23,sua,DET,PRON
upos,llama3.1:8b,CF835-6,9,de,ADP,NOUN
upos,llama3.1:8b,CF835-6,11,bar,NOUN,PROPN
upos,llama3.1:8b,CF835-6,17,a,DET,NOUN
upos,llama3.1:8b,CF835-7,28,novo,ADJ,NUM
upos,llama3.1:8b,CF835-7,32,vai,AUX,VERB
upos,llama3.1:8b,CF835-7,33,ter,VERB,AUX
upos,llama3.1:8b,CF835-7,35,que,SCONJ,NOUN
upos,llama3.1:8b,CF835-7,36,começar,VERB,NOUN
upos,llama3.1:8b,CF835-7,37,a,SCONJ,DET
upos,llama3.1:8b,CF835-7,46,não,ADV,AUX
upos,llama3.1:8b,CF835-7,48,telefone,NOUN,NUM
upos,llama3.1:8b,CF835-7,49,celular,ADJ,NOUN
upos,llama3.1:8b,CF835-8,0,Pedem,VERB,AUX
upos,llama3.1:8b,CF835-8,5,batidas,VERB,NOUN
upos,llama3.1:8b,CF835-8,14,por,ADP,ADV
upos,llama3.1:8b,CF835-8,19,mal,ADV,VERB
upos,llama3.1:8b,CF835-8,22,mauricinhos,NOUN,PROPN
upos,llama3.1:8b,CF835-8,23,que,PRON,CCONJ
upos,llama3.1:8b,CF835-8,25,como,SCONJ,ADV
upos,llama3.1:8b,CF835-8,33,de,SCONJ,ADP
upos,llama3.1:8b,CF835-8,35,ser,VERB,AUX
upos,llama3.1:8b,CF835-9,1,não,ADV,AUX
upos,llama3.1:8b,CF835-10,1,são,VERB,AUX
upos,llama3.1:8b,CF835-11,10,é,VERB,AUX
upos,llama3.1:8b,CF835-12,7,espera,VERB,PRON
upos,llama3.1:8b,CF835-12,10,seu,DET,PRON
upos,llama3.1:8b,CF835-12,14,que,PRON,CCONJ
upos,llama3.1:8b,CF835-12,15,«,PUNCT,SYM
upos,llama3.1:8b,CF835-12,17,para,SCONJ,PART
upos,llama3.1:8b,CF835-14,1,brinquedinho,NOUN,ADJ
upos,llama3.1:8b,CF835-14,3,tem,VERB,AUX
upos,llama3.1:8b,CF835-14,9,mundo,NOUN,PROPN
upos,llama3.1:8b,CF835-14,18,torpedo,NOUN,PROPN
upos,llama3.1:8b,CF835-14,22,desferido,VERB,ADJ
upos,llama3.1:8b,CF835-14,24,jovens,ADJ,DET
upos,llama3.1:8b,CF835-14,25,em,ADP,ADV
upos,llama3.1:8b,CF835-14,26,bares,NOUN,ADP
upos,llama3.1:8b,CF835-14,27,.,PUNCT,NOUN
upos,llama3.1:8b,CF835-15,7,o,DET,PRON
upos,llama3.1:8b,CF835-15,8,garçom,NOUN,PROPN
upos,llama3.1:8b,CF835-15,9,com,ADP,NOUN
upos,llama3.1:8b,CF835-15,11,escritas,VERB,ADJ
upos,llama3.1:8b,CF835-15,14,plínio,NOUN,PROPN
upos,llama3.1:8b,CF835-15,16,para,ADP,PART
upos,llama3.1:8b,CF835-15,17,a,DET,ADP
upos,llama3.1:8b,CF835-15,18,plínia,NOUN,DET
upos,llama3.1:8b,CF835-15,19,de,ADP,PROPN
upos,llama3.1:8b,CF835-15,21,predileção,NOUN,ADJ
upos,llama3.1:8b,CF835-15,23,pronto,INTJ,ADV
upos,llama3.1:8b,CF835-15,25,está,AUX,VERB
upos,llama3.1:8b,CF835-15,26,feito,ADJ,VERB
upos,llama3.1:8b,CF835-15,29,imediato,ADJ,ADV
upos,llama3.1:8b,CF836-1,0,Entretanto,ADV,CCONJ
upos,llama3.1:8b,CF836-1,1,",",PUNCT,NOUN
upos,llama3.1:8b,CF836-1,2,há,VERB,AUX
upos,llama3.1:8b,CF836-1,9,externas,ADJ,ADV
upos,llama3.1:8b,CF836-1,16,especial,ADJ,ADV
upos,llama3.1:8b,CF836-1,19,segundo,ADJ,PROPN
upos,llama3.1:8b,CF836-1,23,se,PRON,CCONJ
upos,llama3.1:8b,CF836-1,29,em,ADP,NOUN
upos,llama3.1:8b,CF836-1,31,hemisfério,NOUN,ADJ
upos,llama3.1:8b,CF836-1,32,Norte,ADJ,PROPN
upos,llama3.1:8b,CF836-2,12,a,ADP,DET
upos,llama3.1:8b,CF836-2,25,internas,ADJ,PROPN
upos,llama3.1:8b,CF836-3,0,Segundo,ADP,ADJ
upos,llama3.1:8b,CF836-3,9,nacional,ADJ,NUM
upos,llama3.1:8b,CF836-3,14,a,ADP,DET
upos,llama3.1:8b,CF836-3,16,milhões,NUM,NOUN
upos,llama3.1:8b,CF836-4,11,toneladas,NOUN,NUM
upos,llama3.1:8b,CF837-1,0,Presidente,NOUN,PROPN
upos,llama3.1:8b,CF837-1,5,em,ADP,NOUN
upos,llama3.1:8b,CF837-1,6,São,PROPN,NOUN
upos,llama3.1:8b,CF837-1,7,Paulo,PROPN,NOUN
upos,llama3.1:8b,CF837-3,1,diretor-presidente,NOUN,PROPN
upos,llama3.1:8b,CF837-4,2,sozinho,ADJ,ADV
upos,llama3.1:8b,CF837-4,8,velocidade,NOUN,ADJ
upos,llama3.1:8b,CF837-4,10,a,DET,NOUN
upos,llama3.1:8b,CF837-4,11,avenida,PROPN,NOUN
upos,llama3.1:8b,CF837-4,16,em,ADP,ADV
upos,llama3.1:8b,CF837-4,37,um,DET,PRON
upos,llama3.1:8b,CF838-1,0,Isoladamente,ADV,ADJ
upos,llama3.1:8b,CF838-1,1,",",PUNCT,NOUN
upos,llama3.1:8b,CF838-1,5,o,DET,NOUN
upos,llama3.1:8b,CF838-1,7,",",PUNCT,NOUN
upos,llama3.1:8b,CF838-1,8,por,ADP,ADV
upos,llama3.1:8b,CF838-1,17,e,CCONJ,PUNCT
upos,llama3.1:8b,CF838-1,18,"4,79",NUM,NOUN
upos,llama3.1:8b,CF838-1,19,%,SYM,NUM
upos,llama3.1:8b,CF838-1,21,respectivamente,ADV,ADJ
upos,llama3.1:8b,CF838-2,3,que,SCONJ,CCONJ
upos,llama3.1:8b,CF838-2,5,Constituição,NOUN,PROPN
upos,llama3.1:8b,CF838-2,9,de,ADP,NOUN
upos,llama3.1:8b,CF838-2,11,%,SYM,PUNCT
upos,llama3.1:8b,CF838-2,14,%,SYM,PUNCT
upos,llama3.1:8b,CF838-2,18,sobre,ADP,NOUN
upos,llama3.1:8b,CF838-2,19,o,DET,PRON
upos,llama3.1:8b,CF839-1,0,Ministro,NOUN,PROPN
upos,llama3.1:8b,CF839-1,3,Aeronáutica,PROPN,NOUN
upos,llama3.1:8b,CF839-1,6,salarial,ADJ,NOUN
upos,llama3.1:8b,CF839-3,20,para,SCONJ,ADP
upos,llama3.1:8b,CF839-4,8,contexto,NOUN,PROPN
upos,llama3.1:8b,CF839-4,14,em,ADP,ADV
upos,llama3.1:8b,CF839-4,18,básicas,ADJ,NUM
upos,llama3.1:8b,CF839-4,19,de,ADP,PROPN
upos,llama3.1:8b,CF839-4,28,as,DET,ADP
upos,llama3.1:8b,CF839-4,31,toda,DET,ADJ
upos,llama3.1:8b,CF839-4,38,em,ADP,ADV
upos,llama3.1:8b,CF839-4,41,a,ADP,DET
upos,llama3.1:8b,CF839-4,42,o,DET,NOUN
upos,llama3.1:8b,CF839-4,43,Exército,NOUN,PROPN
upos,llama3.1:8b,CF840-1,4,em,ADP,ADV
upos,llama3.1:8b,CF840-1,6,a,ADP,NOUN
upos,llama3.1:8b,CF840-4,5,vão,AUX,VERB
upos,llama3.1:8b,CF840-4,6,ter,VERB,AUX
upos,llama3.1:8b,CF840-4,7,uma,DET,PRON
upos,llama3.1:8b,CF840-4,8,boa,ADJ,DET
upos,llama3.1:8b,CF840-4,11,janeiro,NOUN,PROPN
upos,llama3.1:8b,CF840-5,4,CD,NOUN,NUM
upos,llama3.1:8b,CF840-5,5,com,ADP,NOUN
upos,llama3.1:8b,CF840-5,13,por,ADP,AUX
upos,llama3.1:8b,CF840-5,15,cover,ADJ,NOUN
upos,llama3.1:8b,CF840-6,6,para,SCONJ,NOUN
upos,llama3.1:8b,CF840-6,8,uma,DET,PRON
upos,llama3.1:8b,CF840-6,10,a,ADP,DET
upos,llama3.1:8b,CF840-7,8,o,PRON,DET
upos,llama3.1:8b,CF840-7,9,que,PRON,PUNCT
upos,llama3.1:8b,CF840-8,9,mostrou,VERB,AUX
upos,llama3.1:8b,CF840-8,17,conta,VERB,NOUN
upos,llama3.1:8b,CF840-8,23,vocalista,ADJ,NOUN
upos,llama3.1:8b,CF840-8,26,The,DET,PROPN
upos,llama3.1:8b,CF841-1,11,Von,PROPN,ADP
upos,llama3.1:8b,CF841-1,15,não,ADV,CCONJ
upos,llama3.1:8b,CF841-1,16,há,VERB,AUX
upos,llama3.1:8b,CF841-1,17,novos,ADJ,ADV
upos,llama3.1:8b,CF841-1,21,estão,AUX,VERB
upos,llama3.1:8b,CF841-1,22,sendo,AUX,VERB
upos,llama3.1:8b,CF841-1,23,rolados,VERB,NOUN
upos,llama3.1:8b,CF841-1,26,que,PRON,CCONJ
upos,llama3.1:8b,CF841-1,27,estão,AUX,VERB
upos,llama3.1:8b,CF841-2,0,Ambos,PRON,NOUN
upos,llama3.1:8b,CF841-2,4,volume,NOUN,NUM
upos,llama3.1:8b,CF841-2,9,com,ADP,ADV
upos,llama3.1:8b,CF841-2,14,a,ADP,DET
upos,llama3.1:8b,CF841-2,17,como,ADP,ADV
upos,llama3.1:8b,CF841-2,19,principal,ADJ,PRON
upos,llama3.1:8b,CF841-2,27,a,DET,NOUN
upos,llama3.1:8b,CF842-1,2,modo,NOUN,ADV
upos,llama3.1:8b,CF842-1,7,o,DET,PRON
upos,llama3.1:8b,CF842-1,8,fundo,NOUN,ADP
upos,llama3.1:8b,CF842-1,9,de,ADP,NOUN
upos,llama3.1:8b,CF842-1,12,empregada,VERB,NOUN
upos,llama3.1:8b,CF842-1,16,de,ADP,NOUN
upos,llama3.1:8b,CF842-1,18,traveler,X,PROPN
upos,llama3.1:8b,CF842-1,19,cheques,X,NOUN
upos,llama3.1:8b,CF842-2,1,restante,NOUN,ADJ
upos,llama3.1:8b,CF842-2,6,com,ADP,NOUN
upos,llama3.1:8b,CF842-2,9,com,ADP,NOUN
upos,llama3.1:8b,CF843-1,3,a,SCONJ,AUX
upos,llama3.1:8b,CF843-1,4,ser,AUX,ADP
upos,llama3.1:8b,CF843-1,6,porque,SCONJ,ADV
upos,llama3.1:8b,CF843-1,10,a,ADP,DET
upos,llama3.1:8b,CF843-1,11,o,DET,NOUN
upos,llama3.1:8b,CF843-1,18,o,DET,NOUN
upos,llama3.1:8b,CF843-1,22,teve,VERB,AUX
upos,llama3.1:8b,CF843-1,25,arrepiada,VERB,ADJ
upos,llama3.1:8b,CF843-1,29,caixão,NOUN,PROPN
upos,llama3.1:8b,CF843-2,2,foi,AUX,VERB
upos,llama3.1:8b,CF843-2,3,alertada,VERB,AUX
upos,llama3.1:8b,CF843-2,4,mas,CCONJ,ADJ
upos,llama3.1:8b,CF843-2,5,não,ADV,CCONJ
upos,llama3.1:8b,CF843-2,9,e,CCONJ,NOUN
upos,llama3.1:8b,CF844-1,10,não,ADV,ADP
upos,llama3.1:8b,CF844-1,11,uma,NUM,DET
upos,llama3.1:8b,CF844-1,23,que,PRON,CCONJ
upos,llama3.1:8b,CF844-1,25,vai,AUX,VERB
upos,llama3.1:8b,CF844-1,28,e,CCONJ,NOUN
upos,llama3.1:8b,CF844-1,29,tem,VERB,NOUN
upos,llama3.1:8b,CF844-1,35,entre,ADP,ADV
upos,llama3.1:8b,CF844-1,44,Cinema,PROPN,NOUN
upos,llama3.1:8b,CF844-1,47,será,AUX,VERB
upos,llama3.1:8b,CF844-1,48,mais,PRON,ADV
upos,llama3.1:8b,CF844-1,55,com,ADP,CCONJ
upos,llama3.1:8b,CF844-1,57,em,ADP,ADV
upos,llama3.1:8b,CF844-1,58,o,DET,ADP
upos,llama3.1:8b,CF844-1,66,a,ADP,CCONJ
upos,llama3.1:8b,CF844-1,68,rei,NOUN,PROPN
upos,llama3.1:8b,CF844-1,69,de,ADP,NOUN
upos,llama3.1:8b,CF844-1,73,B,PROPN,SYM
upos,llama3.1:8b,CF844-1,79,também,ADV,PRON
upos,llama3.1:8b,CF844-1,80,presente,VERB,ADJ
upos,llama3.1:8b,CF844-2,1,há,VERB,AUX
upos,llama3.1:8b,CF844-3,1,9º,ADJ,NUM
upos,llama3.1:8b,CF844-3,4,Festival,PROPN,NOUN
upos,llama3.1:8b,CF844-3,6,seu,DET,PRON
upos,llama3.1:8b,CF844-3,10,uma,NUM,DET
upos,llama3.1:8b,CF844-3,16,de,ADP,NOUN
upos,llama3.1:8b,CF844-3,19,godfather,X,PROPN
upos,llama3.1:8b,CF844-3,20,of,X,ADP
upos,llama3.1:8b,CF844-3,21,soul,X,NOUN
upos,llama3.1:8b,CF844-3,30,modernidade,NOUN,ADJ
upos,llama3.1:8b,CF844-3,32,Guru,NOUN,PROPN
upos,llama3.1:8b,CF844-3,34,US3,PROPN,NUM
upos,llama3.1:8b,CF844-3,39,Planets,PROPN,NOUN
upos,llama3.1:8b,CF844-4,0,Fora,ADV,ADP
upos,llama3.1:8b,CF844-4,9,é,AUX,VERB
upos,llama3.1:8b,CF845-1,1,Como,SCONJ,ADJ
upos,llama3.1:8b,CF845-1,8,duas,NUM,NOUN
upos,llama3.1:8b,CF845-1,9,semanas,NOUN,NUM
upos,llama3.1:8b,CF845-1,12,que,SCONJ,CCONJ
upos,llama3.1:8b,CF845-1,16,os,DET,NOUN
upos,llama3.1:8b,CF845-1,17,aumentos,NOUN,DET
upos,llama3.1:8b,CF845-2,2,o,PRON,DET
upos,llama3.1:8b,CF845-2,3,que,PRON,CCONJ
upos,llama3.1:8b,CF845-2,4,houve,VERB,NOUN
upos,llama3.1:8b,CF845-2,7,matérias-primas,NOUN,PROPN
upos,llama3.1:8b,CF845-2,9,»,PUNCT,SYM
upos,llama3.1:8b,CF845-3,2,também,ADV,CCONJ
upos,llama3.1:8b,CF845-3,4,Associação,PROPN,NOUN
upos,llama3.1:8b,CF845-3,5,Brasileira,PROPN,ADJ
upos,llama3.1:8b,CF845-3,8,Indústria,PROPN,NOUN
upos,llama3.1:8b,CF845-4,2,também,ADV,CCONJ
upos,llama3.1:8b,CF845-4,3,se,PRON,SCONJ
upos,llama3.1:8b,CF845-4,8,variam,VERB,AUX
upos,llama3.1:8b,CF845-4,11,%,SYM,PUNCT
upos,llama3.1:8b,CF845-4,12,a,ADP,DET
upos,llama3.1:8b,CF845-4,14,%,SYM,PUNCT
upos,llama3.1:8b,CF845-4,16,o,DET,NOUN
upos,llama3.1:8b,CF845-4,18,de,ADP,NOUN
upos,llama3.1:8b,CF845-4,19,alguns,DET,PRON
upos,llama3.1:8b,CF845-4,20,fundidos,NOUN,ADJ
upos,llama3.1:8b,CF845-4,22,forjados,NOUN,ADJ
upos,llama3.1:8b,CF845-4,25,plano,ADJ,NOUN
upos,llama3.1:8b,CF846-1,0,Foi,SCONJ,AUX
upos,llama3.1:8b,CF846-1,1,a,ADP,DET
upos,llama3.1:8b,CF846-1,3,final,NOUN,ADJ
upos,llama3.1:8b,CF846-1,7,e,CCONJ,NOUN
upos,llama3.1:8b,CF846-1,10,que,SCONJ,PRON
upos,llama3.1:8b,CF846-2,0,Recebeu,VERB,AUX
upos,llama3.1:8b,CF846-2,2,%,SYM,PUNCT
upos,llama3.1:8b,CF846-2,4,ótimo,NOUN,ADJ
upos,llama3.1:8b,CF846-2,6,bom,NOUN,ADJ
upos,llama3.1:8b,CF846-2,9,%,SYM,PUNCT
upos,llama3.1:8b,CF846-2,11,ruim,NOUN,ADJ
upos,llama3.1:8b,CF846-2,13,péssimo,NOUN,ADJ
upos,llama3.1:8b,CF846-4,5,em,ADP,ADV
upos,llama3.1:8b,CF846-4,7,último,ADJ,NUM
upos,llama3.1:8b,CF846-4,9,com,ADP,NOUN
upos,llama3.1:8b,CF846-4,13,que,PRON,SCONJ
upos,llama3.1:8b,CF846-4,18,a,ADP,DET
upos,llama3.1:8b,CF846-4,25,de,ADP,NOUN
upos,llama3.1:8b,CF846-4,29,como,ADP,SYM
upos,llama3.1:8b,CF846-4,34,rio,NOUN,PROPN
upos,llama3.1:8b,CF847-1,0,Negócio,NOUN,ADJ
upos,llama3.1:8b,CF847-1,1,gelado,VERB,ADJ
upos,llama3.1:8b,CF847-2,4,nacional,ADJ,ADP
upos,llama3.1:8b,CF847-2,5,de,ADP,NOUN
upos,llama3.1:8b,CF847-2,6,sobremesas,NOUN,ADJ
upos,llama3.1:8b,CF847-2,7,individuais,ADJ,ADP
upos,llama3.1:8b,CF847-2,8,geladas,VERB,ADJ
upos,llama3.1:8b,CF847-2,9,está,AUX,VERB
upos,llama3.1:8b,CF847-2,14,em,ADP,CCONJ
upos,llama3.1:8b,CF847-3,3,que,PRON,CCONJ
upos,llama3.1:8b,CF847-3,11,vai,AUX,VERB
upos,llama3.1:8b,CF847-3,18,de,ADP,DET
upos,llama3.1:8b,CF847-3,19,a,DET,PROPN
upos,llama3.1:8b,CF847-3,21,Sobremesas,PROPN,NOUN
upos,llama3.1:8b,CF847-4,1,objetivo,NOUN,ADJ
upos,llama3.1:8b,CF848-1,4,o,DET,PRON
upos,llama3.1:8b,CF848-1,5,entanto,ADV,NOUN
upos,llama3.1:8b,CF848-1,7,não,ADV,AUX
upos,llama3.1:8b,CF848-1,10,que,PRON,DET
upos,llama3.1:8b,CF848-1,15,com,ADP,NOUN
upos,llama3.1:8b,CF848-1,16,os,DET,PRON
upos,llama3.1:8b,CF848-1,18,em,ADP,NOUN
upos,llama3.1:8b,CF848-1,19,as,DET,NOUN
upos,llama3.1:8b,CF848-2,1,porque,SCONJ,CCONJ
upos,llama3.1:8b,CF848-2,15,após,ADP,ADV
upos,llama3.1:8b,CF848-3,7,semanas,NOUN,ADP
upos,llama3.1:8b,CF848-3,8,em,ADP,PRON
upos,llama3.1:8b,CF848-3,9,relação,NOUN,SCONJ
